0.0000000,-49.6336880,0.8640053,3.0986348,-0.0221326,4.7001456,-2.9538213
0.1998086,-49.6425761,0.6652098,3.0956577,-0.0080168,4.5728515,-3.2517191
0.3996172,-49.6518329,0.4653479,3.0954561,0.0069920,4.4284905,-2.9321230
0.5994258,-49.6608077,0.2654695,3.0985456,0.0237345,4.2941590,-2.6437342
0.7992344,-49.6688137,0.0660430,3.1049543,0.0405482,4.1693309,-2.3877276
0.9990430,-49.6752230,-0.1340324,3.1147412,0.0573209,4.0532879,-2.1496366
1.1988516,-49.6793265,-0.3336871,3.1279208,0.0746686,3.9458980,-1.9080836
1.3986602,-49.6804485,-0.5336174,-3.1385059,0.0937937,3.8480655,-1.6600880
1.5984688,-49.6778188,-0.7334887,-3.1176679,0.1147857,3.7608787,-1.4408104
1.7982774,-49.6706093,-0.9332519,-3.0927009,0.1349665,3.6835358,-1.2351930
1.9980860,-49.6580154,-1.1326843,-3.0636726,0.1550309,3.6159136,-1.0646017
2.1978946,-49.6392521,-1.3316967,-3.0309038,0.1730567,3.5565993,-0.9173811
2.3977032,-49.6136105,-1.5299907,-2.9945400,0.1896092,3.5046822,-0.7791982
2.5975117,-49.5805431,-1.7267715,-2.9551428,0.2055622,3.4599734,-0.6866216
2.7973203,-49.5392984,-1.9227244,-2.9127372,0.2178283,3.4200921,-0.5965271
2.9971289,-49.4896965,-2.1161379,-2.8679399,0.2298054,3.3850624,-0.5320969
3.1969375,-49.4312326,-2.3072212,-2.8210915,0.2395004,3.3535075,-0.4921021
3.3967461,-49.3635557,-2.4956628,-2.7722752,0.2470257,3.3240578,-0.4511078
3.5965547,-49.2870373,-2.6796226,-2.7222758,0.2545618,3.2968303,-0.4435719
3.7963633,-49.2008155,-2.8604452,-2.6708743,0.2591545,3.2698365,-0.4435238
3.9961719,-49.1053839,-3.0364436,-2.6184732,0.2631416,3.2426210,-0.4438951
4.1959805,-49.0014725,-3.2061438,-2.5656974,0.2671939,3.2151521,-0.4424884
4.3957891,-48.8879201,-3.3711669,-2.5120382,0.2690068,3.1875346,-0.4668776
4.5955977,-48.7655629,-3.5299328,-2.4579074,0.2703398,3.1581331,-0.4993192
4.7954063,-48.6354482,-3.6811033,-2.4038741,0.2714226,3.1263826,-0.5370566
4.9952149,-48.4978406,-3.8245300,-2.3499367,0.2714506,3.0918686,-0.5937004
5.1950235,-48.3517039,-3.9611641,-2.2951497,0.2749379,3.0532603,-0.6209630
5.3948321,-48.1983415,-4.0894780,-2.2396752,0.2790870,3.0123497,-0.6195938
5.5946407,-48.0386400,-4.2087358,-2.1855244,0.2570445,2.9709679,-0.8814901
5.7944493,-47.8733893,-4.3194616,-2.1373718,0.2368091,2.9110809,-1.1603459
5.9942579,-47.7030807,-4.4223193,-2.0906728,0.2456935,2.8303176,-1.0337341
6.1940665,-47.5272583,-4.5170818,-2.0386637,0.2788544,2.7563744,-0.8493807
6.3938751,-47.3454579,-4.6022816,-1.9781806,0.3163566,2.6940996,-0.5456995
6.5936837,-47.1614533,-4.6745880,-1.9104684,0.3686707,2.6533190,-0.3918959
6.7934923,-46.9703654,-4.7339871,-1.8329236,0.3989460,2.6236412,-0.2602671
6.9933009,-46.7736428,-4.7782017,-1.7499315,0.4241745,2.6037446,-0.2128552
7.1931095,-46.5766988,-4.8052864,-1.6645885,0.4363916,2.5873588,-0.1725487
7.3929181,-46.3767281,-4.8151914,-1.5756456,0.4468082,2.5739992,-0.1318075
7.5927266,-46.1765756,-4.8071548,-1.4853621,0.4564265,2.5637472,-0.1318075
7.7925352,-45.9786425,-4.7810798,-1.3944201,0.4538592,2.5534539,-0.0899706
