-2.09764, -1.95014, 2
-1.98582, -1.84879, 2
-1.84239, -1.90318, 2
-1.72095, -1.91138, 2
-1.5647, -1.93149, 2
-1.45355, -1.91041, 2
-1.30035, -1.90919, 2
-1.06092, -1.90117, 2
-0.948947, -1.88167, 2
-0.815797, -1.86096, 2
-0.694481, -1.81032, 2
-0.48306, -1.78632, 2
-0.373566, -1.79486, 2
-0.264476, -1.80155, 2
-0.0647015, -1.75783, 2
0.0740401, -1.75818, 2
0.190819, -1.73086, 2
0.394448, -1.74542, 2
0.564367, -1.70009, 2
0.652793, -1.74943, 2
0.761026, -1.72813, 2
0.865511, -1.7142, 2
1.05522, -1.69327, 2
1.23719, -1.66254, 2
1.41601, -1.6454, 2
1.51763, -1.65541, 2
1.64107, -1.60366, 2
1.79578, -1.51873, 2
1.92991, -1.47797, 2
2.17812, -1.50338, 2
2.24126, -1.40337, 2
2.37869, -1.31079, 2
2.24022, -1.18942, 2
2.2632, -1.0619, 2
2.2823, -0.953903, 2
2.28312, -0.805163, 2
2.3129, -0.181457, 2
2.34545, -0.0638396, 2
2.33668, -0.461446, 2
2.23847, -0.374797, 2
2.20841, -0.219156, 2
2.1086, -0.153677, 2
1.56401, -0.109546, 2
1.66539, -0.0415534, 2
1.74957, 0.143851, 2
1.75052, 0.312863, 2
2.28611, 0.451607, 2
1.85786, 0.386042, 2
1.87508, 0.515217, 2
1.77607, 0.727456, 2
2.3126, 1.08755, 2
2.22501, 1.15322, 2
2.04583, 1.08041, 2
1.88264, 1.01499, 2
1.62896, 1.00996, 2
1.47222, 0.969583, 2
1.36533, 0.895081, 2
1.25769, 0.835532, 2
1.16708, 0.771569, 2
1.06612, 0.738511, 2
0.935961, 0.692625, 2
0.727489, 0.678334, 2
0.594105, 0.623311, 2
0.452619, 0.587368, 2
0.340197, 0.545594, 2
0.223288, 0.491934, 2
-0.0518245, 0.440416, 2
-0.347017, 0.389201, 2
-0.47583, 0.349056, 2
-0.604676, 0.319547, 2
-0.716006, 0.294103, 2
-0.885424, 0.251383, 2
-1.00546, 0.206716, 2
-1.11909, 0.17974, 2
-1.25359, 0.155668, 2
-1.38999, 0.129063, 2
-1.58296, 0.10945, 2
-1.73995, 0.0733654, 2
-1.88265, 0.0484945, 2
-2.04653, 0.0245092, 2
-2.1807, 0.0242517, 2
-2.32101, 0.193596, 2
-2.33243, 0.0556614, 2
-2.50848, 0.0621913, 2
-2.59007, -0.0110466, 2
-2.71938, -0.0444419, 2
-3.11824, -0.0317992, 2
-2.99322, -0.0968264, 2
-2.94578, -0.364213, 2
-3.25478, -0.216396, 2
-3.29801, -0.323214, 2
-3.30235, -0.465382, 2
-3.35209, -0.622334, 2
-3.47466, -0.799962, 2
-3.4745, -1.06503, 2
-3.40702, -1.14611, 2
-3.27591, -1.21917, 2
-3.17071, -1.45546, 2
-3.04613, -1.47862, 2
-2.90175, -1.51881, 2
-2.74559, -1.57553, 2
-2.60113, -1.60097, 2
-2.47999, -1.60804, 2
-2.36292, -1.63214, 2
-2.2035, -1.64794, 2
-2.10019, -1.65324, 2
-1.99138, -1.66831, 2
-1.88992, -1.66988, 2
-1.77349, -1.66897, 2
-1.66319, -1.67897, 2
-1.51487, -1.71486, 2
-1.62483, -1.65227, 2
-1.50766, -1.64121, 2
