3.11433, 0.271656, 0.8
3.24262, 0.322576, 0.8
3.36095, 0.339865, 0.8
3.49901, 0.348313, 0.8
3.60425, 0.376544, 0.8
3.70457, 0.377897, 0.8
3.80632, 0.410755, 0.8
3.92468, 0.434138, 0.8
4.04285, 0.442434, 0.8
4.15755, 0.44468, 0.8
4.27274, 0.470469, 0.8
4.37046, 0.518456, 0.8
4.47714, 0.536555, 0.8
4.58791, 0.517631, 0.8
4.6894, 0.528408, 0.8
4.81901, 0.526001, 0.8
4.9292, 0.576519, 0.8
5.06173, 0.627698, 0.8
5.18919, 0.639912, 0.8
5.31, 0.682836, 0.8
5.40445, 0.784963, 0.8
5.52468, 0.847802, 0.8
5.63451, 0.867254, 0.8
5.63451, 0.867254, 0.8
5.68276, 0.96118, 0.8
5.67648, 1.07873, 0.8
5.76954, 1.13778, 0.8
5.84881, 1.22079, 0.8
5.9027, 1.33489, 0.8
5.87641, 1.43641, 0.8
5.91417, 1.55304, 0.8
5.92124, 1.68683, 0.8
5.88201, 1.80265, 0.8
5.93482, 1.90537, 0.8
5.95873, 2.00852, 0.8
6.05272, 2.15446, 0.8
5.99653, 2.24263, 0.8
6.04242, 2.341, 0.8
5.94053, 2.3492, 0.8
6.0428, 2.40467, 0.8
6.01232, 2.51544, 0.8
5.96153, 2.61862, 0.8
5.87529, 2.68807, 0.8
5.7963, 2.76164, 0.8
5.73666, 2.86408, 0.8
5.68564, 2.96738, 0.8
5.68483, 3.08441, 0.8
5.59502, 3.13902, 0.8
5.50375, 3.17994, 0.8
5.40248, 3.2361, 0.8
5.28393, 3.27122, 0.8
5.17525, 3.3411, 0.8
5.07038, 3.355, 0.8
4.93765, 3.40368, 0.8
4.82919, 3.42485, 0.8
4.70014, 3.46479, 0.8
4.59762, 3.45867, 0.8
4.4921, 3.47985, 0.8
4.36491, 3.51858, 0.8
4.26879, 3.55915, 0.8
4.16318, 3.54733, 0.8
4.06227, 3.51705, 0.8
3.95302, 3.54333, 0.8
3.83346, 3.57516, 0.8
3.71463, 3.59565, 0.8
3.60868, 3.60882, 0.8
3.48682, 3.59891, 0.8
3.35867, 3.6541, 0.8
3.25552, 3.63025, 0.8
3.15554, 3.65331, 0.8
3.05489, 3.63639, 0.8
2.94827, 3.66319, 0.8
2.82211, 3.63796, 0.8
2.72174, 3.64127, 0.8
2.60458, 3.6037, 0.8
2.48741, 3.63427, 0.8
2.35869, 3.59352, 0.8
2.25687, 3.55988, 0.8
2.15268, 3.5557, 0.8
2.07539, 3.48791, 0.8
1.97418, 3.46541, 0.8
1.88191, 3.42547, 0.8
1.7567, 3.4121, 0.8
1.65687, 3.36292, 0.8
1.55639, 3.30937, 0.8
1.44972, 3.26496, 0.8
1.35678, 3.2194, 0.8
1.32376, 3.10594, 0.8
1.22131, 3.09624, 0.8
1.12715, 3.00738, 0.8
1.0394, 2.94693, 0.8
0.960936, 2.87803, 0.8
0.891785, 2.79585, 0.8
0.875274, 2.69155, 0.8
0.808932, 2.60269, 0.8
0.772921, 2.50677, 0.8
0.707659, 2.41146, 0.8
0.654886, 2.29912, 0.8
0.65661, 2.19284, 0.8
0.602474, 2.10467, 0.8
0.621032, 2.00091, 0.8
0.597031, 1.89573, 0.8
0.644754, 1.80326, 0.8
0.570473, 1.73102, 0.8
0.631574, 1.65056, 0.8
0.627892, 1.53791, 0.8
0.677368, 1.43716, 0.8
0.691216, 1.32872, 0.8
0.676952, 1.21939, 0.8
0.73319, 1.13368, 0.8
0.75114, 1.03143, 0.8
0.822167, 0.956594, 0.8
0.901244, 0.873659, 0.8
1.00801, 0.796607, 0.8
1.03191, 0.699448, 0.8
1.11577, 0.613643, 0.8
1.2271, 0.575596, 0.8
1.31219, 0.512919, 0.8
1.34284, 0.411295, 0.8
1.44766, 0.386822, 0.8
1.53278, 0.326085, 0.8
1.64305, 0.312054, 0.8
1.74317, 0.260726, 0.8
1.83535, 0.215373, 0.8
1.93497, 0.179999, 0.8
2.05767, 0.132682, 0.8
2.16725, 0.0800847, 0.8
2.24641, 0.143932, 0.8
2.26, 0.143932, 0.8
2.28, 0.143932, 0.8
2.32, 0.143932, 0.8
2.4, 0.143932, 0.8
2.6, 0.143932, 0.8
2.7, 0.143932, 0.8
2.9, 0.143932, 0.8
3.0, 0.143932, 0.8
