
0.499092, -0.0878376
0.608544, -0.0928161
0.723969, -0.084095
0.888537, -0.0702862
1.00862, -0.0957606
1.12753, -0.114129
1.23126, -0.110406
1.34946, -0.143104
1.46156, -0.158096
1.56321, -0.144043
1.66897, -0.145701
1.77909, -0.142151
1.88021, -0.146415
1.99575, -0.138378
2.1182, -0.152442
2.23845, -0.146601
2.35913, -0.145386
2.45912, -0.122443
2.55839, -0.0990837
2.64883, -0.0454597
2.76032, -0.00666617
2.85504, -0.0422509
2.96882, -0.0355348
3.06977, -0.010126
3.18736, 0.0168137
3.29045, 0.0140311
3.39018, 0.0258027
3.49041, 0.0447925
3.59312, 0.0646111
3.69157, 0.0885429
3.79966, 0.0898844
3.91145, 0.116101
4.01199, 0.12145
4.11703, 0.117875
4.21709, 0.0728582
4.31764, 0.0931599
4.41496, 0.121446
4.51494, 0.131993
4.62494, 0.155339
4.71121, 0.211977
4.79458, 0.267416
4.88345, 0.319386
4.96201, 0.398224
5.02392, 0.480915
5.07703, 0.590194
5.13423, 0.686459
5.13573, 0.787343
5.15341, 0.928073
5.13653, 1.04535
5.07205, 1.13708
5.06034, 1.23704
5.00847, 1.32849
4.99271, 1.42916
4.93811, 1.51976
4.91039, 1.62371
4.83341, 1.69282
4.749, 1.74822
4.66446, 1.82168
4.56259, 1.83783
4.47023, 1.88728
4.37464, 1.93416
4.28322, 1.98321
4.19984, 2.05518
4.08401, 2.08675
3.98169, 2.09554
3.85836, 2.14032
3.73912, 2.14982
3.63364, 2.18241
3.54728, 2.23296
3.4196, 2.24621
3.31152, 2.26043
3.1963, 2.25878
3.0936, 2.29391
2.98663, 2.28449
2.87887, 2.27672
2.77431, 2.30584
2.66616, 2.30544
2.56634, 2.29521
2.45084, 2.31146
2.34293, 2.31353
2.2305, 2.30151
2.11219, 2.30507
1.99493, 2.28597
1.89129, 2.2967
1.78735, 2.30054
1.67465, 2.30828
1.56984, 2.28851
1.45376, 2.28363
1.32544, 2.29077
1.22364, 2.28786
1.10718, 2.27179
0.997699, 2.28361
0.885554, 2.26755
0.769055, 2.25579
0.660493, 2.24597
0.558122, 2.22774
0.447606, 2.21541
0.321762, 2.20283
0.215789, 2.18095
0.110659, 2.16722
-0.00784331, 2.14367
-0.110469, 2.12648
-0.216406, 2.13018
-0.330603, 2.12832
-0.451645, 2.13394
-0.557038, 2.13863
-0.661406, 2.14535
-0.764689, 2.14902
-0.877733, 2.16951
-1.02281, 2.17318
-1.1322, 2.19124
-1.22438, 2.24482
-1.32138, 2.2732
-1.42304, 2.28002
-1.52315, 2.27058
-1.64088, 2.28239
-1.74763, 2.29574
-1.85331, 2.3041
-1.94668, 2.26513
-2.05123, 2.21801
-2.15448, 2.19236
-2.24471, 2.13953
-2.33963, 2.08317
-2.46786, 1.96543
-2.4707, 1.85009
-2.46389, 1.74354
-2.44444, 1.63951
-2.42517, 1.52485
-2.47091, 1.41763
-2.54818, 1.35191
-2.58194, 1.24513
-2.59255, 1.1274
-2.61847, 1.02123
-2.60081, 0.916779
-2.60276, 0.815349
-2.61988, 0.716818
-2.61057, 0.613843
-2.62749, 0.479291
-2.64347, 0.361708
-2.5766, 0.284349
-2.54622, 0.187451
-2.53288, 0.0812198
-2.49005, -0.0180933
-2.43318, -0.102117
-2.36954, -0.207982
-2.26716, -0.291425
-2.15776, -0.350455
-2.06116, -0.4
-1.98026, -0.4
-1.87952, -0.4
-1.7854, -0.4
-1.674, -0.4
-1.56378, -0.4
-1.46356, -0.4
-1.36334, -0.4
-1.24998, -0.4
-1.12453, -0.4
-1.02157, -0.4
-0.91833, -0.4
-0.828739, -0.4
-0.728455, -0.4
-0.625174, -0.4
-0.513887, -0.4
-0.403669, -0.4
-0.301039, -0.4
-0.196958, -0.4
-0.0920535, -0.387828
0.0111082, -0.383264
